feature,importance,nom_colonne
29,-1.7589742981618066,EXT_SOURCE_3
28,-1.657552429668712,EXT_SOURCE_2
492,1.6393836534150883,APPROVED_CNT_PAYMENT_SUM
6,1.580843040103852,AMT_ANNUITY
7,-1.534801029957943,AMT_GOODS_PRICE
202,1.5092802891307486,ANNUITY_INCOME_PERC
244,1.1107699847145112,BURO_CREDIT_TYPE_Microloan_MEAN
58,-1.0945501714522454,FLAG_DOCUMENT_18
317,0.9963107344006904,PREV_CNT_PAYMENT_MEAN
394,0.9177089364135239,PREV_NAME_GOODS_CATEGORY_Direct Sales_MEAN
